   1.0000000e+00   3.3814859e-01
   1.0000000e+00   8.5261851e-01
   1.0000000e+00   1.8498756e-01
   1.0000000e+00   6.1406731e-01
   1.0000000e+00   2.8865169e-01
   1.0000000e+00   9.4448675e-01
   0.0000000e+00   7.1604356e-01
   1.0000000e+00   2.7925841e-01
   1.0000000e+00   9.1172823e-01
   0.0000000e+00   6.3463304e-01
   1.0000000e+00   6.4855942e-01
   1.0000000e+00   6.7406196e-01
   1.0000000e+00   5.4144107e-01
   1.0000000e+00   1.2577779e-01
   1.0000000e+00   2.6390838e-01
   1.0000000e+00   2.2000371e-01
   1.0000000e+00   8.4651057e-02
   0.0000000e+00   2.7208378e-01
   1.0000000e+00   8.0318160e-01
   1.0000000e+00   8.3861279e-01
   1.0000000e+00   4.2110446e-02
   1.0000000e+00   2.3242097e-01
   0.0000000e+00   2.7721234e-01
   0.0000000e+00   7.4156276e-01
   1.0000000e+00   4.7730494e-01
   1.0000000e+00   9.9194664e-01
   1.0000000e+00   7.4702306e-01
   1.0000000e+00   7.3390796e-01
   0.0000000e+00   8.1695249e-01
   1.0000000e+00   5.2298840e-01
   1.0000000e+00   9.8927521e-01
   1.0000000e+00   3.2754806e-03
   1.0000000e+00   5.1281048e-01
   1.0000000e+00   4.7448634e-01
   0.0000000e+00   2.9071963e-01
   1.0000000e+00   9.9325983e-01
   1.0000000e+00   6.2255486e-01
   1.0000000e+00   9.0783932e-01
   0.0000000e+00   8.7705049e-01
   0.0000000e+00   5.5716891e-01
   1.0000000e+00   3.2259522e-01
   0.0000000e+00   7.7127746e-01
   1.0000000e+00   1.5255474e-02
   1.0000000e+00   4.1685902e-01
   1.0000000e+00   9.7878405e-01
   1.0000000e+00   6.4507968e-01
   0.0000000e+00   2.4361208e-01
   0.0000000e+00   3.4054865e-02
   0.0000000e+00   5.0647629e-01
   1.0000000e+00   8.0234515e-01
   0.0000000e+00   7.8772923e-01
   1.0000000e+00   7.6814327e-02
   1.0000000e+00   7.1104264e-01
   1.0000000e+00   1.6978385e-01
   0.0000000e+00   4.0333673e-01
   1.0000000e+00   3.8260232e-01
   1.0000000e+00   4.5748560e-01
   1.0000000e+00   2.0885181e-01
   0.0000000e+00   9.9231128e-01
   0.0000000e+00   3.2457876e-02
   0.0000000e+00   9.2058624e-01
   1.0000000e+00   7.0462952e-01
   1.0000000e+00   7.0664169e-01
   1.0000000e+00   7.8489270e-01
   1.0000000e+00   7.2475850e-01
   1.0000000e+00   7.2754561e-01
   0.0000000e+00   2.3341945e-01
   0.0000000e+00   6.3104119e-01
   0.0000000e+00   1.6341897e-01
   1.0000000e+00   7.5984034e-01
   1.0000000e+00   4.3382208e-01
   1.0000000e+00   7.4158974e-01
   0.0000000e+00   5.2013215e-01
   1.0000000e+00   4.6305843e-01
   0.0000000e+00   9.5370517e-01
   0.0000000e+00   8.9688059e-01
   1.0000000e+00   5.5658981e-01
   1.0000000e+00   9.1103028e-01
   1.0000000e+00   6.1263403e-01
   1.0000000e+00   7.7791581e-01
   1.0000000e+00   8.8704640e-01
   0.0000000e+00   7.8020021e-01
   1.0000000e+00   7.5967986e-01
   1.0000000e+00   5.1972450e-01
   1.0000000e+00   4.5896555e-01
   1.0000000e+00   2.2234298e-01
   0.0000000e+00   3.6256569e-01
   0.0000000e+00   9.6644585e-01
   1.0000000e+00   6.4137411e-01
   0.0000000e+00   9.0264162e-02
   0.0000000e+00   3.4856885e-01
   0.0000000e+00   2.3542946e-01
   1.0000000e+00   6.8662478e-01
   0.0000000e+00   1.6116328e-01
   0.0000000e+00   1.7816919e-01
   0.0000000e+00   3.0552363e-01
   1.0000000e+00   9.0788072e-01
   1.0000000e+00   5.4064493e-01
   0.0000000e+00   1.9009361e-01
   1.0000000e+00   9.4830271e-01
